57,32,0,0,0,31,57,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
57,32,0,0,0,31,32,3,3,3,3,71,72,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,
57,32,0,0,0,31,32,4,3,3,3,85,86,0,22,0,0,0,0,0,22,0,0,0,33,34,22,5,6,7,33,34,22,0,0,0,0,0,
57,32,130,15,16,31,32,17,4,4,4,99,100,0,0,0,0,0,0,0,0,0,0,0,47,48,49,19,20,21,47,48,49,0,0,0,0,0,
57,32,130,15,16,31,32,15,17,3,3,113,114,0,0,0,0,0,0,0,0,0,59,75,5,6,7,33,34,35,5,6,7,0,0,0,0,0,
57,32,0,0,0,31,32,0,0,3,3,0,114,0,0,0,0,0,0,0,0,0,31,32,19,20,21,47,48,49,19,20,21,0,0,0,0,0,
57,32,0,0,0,31,32,0,0,4,4,0,114,0,0,130,59,2,2,2,2,2,57,57,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
57,32,0,0,0,31,32,0,0,3,3,0,114,0,130,15,31,57,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,57,57,57,
57,32,0,0,0,31,32,0,0,3,3,0,128,0,0,0,31,32,0,0,0,0,0,0,0,0,0,60,0,0,62,0,0,0,0,31,57,57,
57,32,0,0,0,31,32,0,0,4,3,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,74,0,0,76,0,0,0,0,31,57,57,
57,32,130,15,16,31,32,130,16,17,4,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,88,0,0,90,0,0,0,0,31,57,57,
57,32,130,15,16,58,61,130,15,16,17,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,102,103,103,104,0,0,130,130,31,57,57,
57,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58,61,0,0,50,64,0,0,0,0,0,116,117,117,118,0,0,0,0,31,57,57,
57,32,0,0,0,22,0,0,0,0,0,0,59,75,0,0,0,0,0,0,160,160,0,0,33,34,35,5,6,7,33,34,35,0,0,31,57,57,
57,32,0,0,0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,147,147,0,0,47,48,49,19,20,21,47,48,49,0,0,31,57,57,
57,32,0,0,0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,147,161,0,0,5,6,7,33,34,35,5,6,7,0,0,0,57,57,
57,32,0,0,0,0,0,0,59,75,0,0,31,32,0,0,0,0,0,0,146,146,0,0,19,20,21,47,48,49,19,20,21,0,0,0,57,57,
57,57,2,2,2,2,2,2,57,57,0,0,57,57,0,0,2,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,57,57,57
