0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3,3,0,0,0,71,72,0,0,0,0,0,0,0,0,60,0,62,0,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,0,0,
0,4,3,0,0,0,85,86,0,0,0,0,0,0,0,0,74,0,76,0,0,0,0,0,0,0,0,85,86,0,0,0,0,0,0,0,0,0,
16,17,4,0,0,0,99,100,0,0,0,0,0,0,0,0,74,0,76,0,0,0,0,0,0,0,0,99,100,0,0,0,0,0,0,0,0,0,
15,16,17,0,0,0,113,100,0,0,0,0,0,0,0,0,74,0,76,0,0,0,0,0,0,0,0,99,114,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,74,0,76,0,0,0,0,0,0,0,0,139,140,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,74,0,76,0,0,0,0,0,0,0,0,153,154,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,74,0,76,0,0,102,103,104,129,0,0,167,168,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,129,129,129,0,0,74,0,76,0,0,116,117,118,129,129,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,129,139,140,139,140,102,103,104,74,0,76,0,0,102,103,104,102,103,104,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,129,129,153,154,153,154,116,117,118,88,0,90,0,0,116,117,118,116,117,118,129,129,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,129,102,103,104,167,168,167,168,102,103,104,102,103,104,0,0,139,140,139,140,102,103,104,102,103,104,0,0,0,0,0,0,0,
0,0,0,129,139,140,116,117,118,139,140,139,140,116,117,118,116,117,118,0,0,153,154,153,154,116,117,118,116,117,118,102,103,104,0,0,0,0,
0,0,129,129,153,154,102,103,104,153,154,153,154,102,103,104,0,0,0,0,0,167,168,167,168,102,103,104,102,103,104,116,117,118,129,0,0,0,
0,0,139,140,167,168,116,117,118,167,168,167,168,116,117,118,0,0,0,0,0,139,140,139,140,116,117,118,116,117,118,139,140,139,140,0,0,0,
0,0,153,154,102,103,104,102,103,104,102,103,104,102,103,104,0,0,102,103,104,153,154,153,154,102,103,104,102,103,104,153,154,153,154,0,0,0,
0,0,167,168,116,117,118,116,117,118,116,117,118,116,117,118,0,0,116,117,118,167,168,167,168,116,117,118,116,117,118,167,168,167,168,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
