57,57,57,57,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,57,57,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
57,57,57,32,0,0,8,0,0,8,0,0,8,160,160,160,160,0,8,0,31,32,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,
57,57,57,32,0,0,22,0,0,22,0,0,22,147,147,147,146,0,22,0,31,32,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,
57,57,57,32,0,0,0,0,0,0,0,0,0,146,146,146,36,130,15,130,31,32,130,15,15,130,15,15,130,15,15,130,15,15,130,15,15,130,
57,57,57,32,0,0,0,0,0,0,0,0,0,147,147,36,130,15,15,130,31,32,130,15,15,130,15,15,130,15,15,130,15,15,130,15,15,130,
57,57,57,32,0,45,46,43,44,45,46,43,44,146,146,0,0,0,0,0,31,32,0,0,0,0,59,2,2,2,2,2,2,2,2,2,2,2,
18,18,18,18,2,2,2,2,2,2,2,2,2,2,75,0,0,0,0,0,31,32,0,0,0,0,58,18,18,18,18,18,18,18,57,57,57,57,
0,0,0,0,0,0,0,71,72,0,0,0,0,147,147,0,0,0,0,0,31,32,0,0,0,0,0,0,22,0,0,22,0,0,31,57,57,57,
0,0,0,0,0,0,0,85,86,0,0,0,0,146,146,0,0,0,0,0,31,32,5,6,7,33,34,35,5,6,7,33,34,35,31,57,57,57,
0,0,0,0,0,0,0,99,100,0,0,0,0,147,147,0,0,0,0,0,31,32,19,20,21,47,48,49,19,20,21,47,48,49,31,57,57,57,
0,0,0,0,0,0,0,113,114,0,0,0,0,146,146,0,0,0,0,0,31,32,33,34,35,5,6,7,5,6,7,5,34,7,31,57,57,57,
2,2,75,0,0,0,0,0,128,0,0,0,0,147,59,75,0,0,59,2,57,32,2,2,59,2,2,2,2,75,21,47,20,21,31,57,57,57,
57,57,32,0,0,0,0,0,0,0,0,0,0,146,58,18,18,18,18,18,18,18,18,18,18,18,18,18,18,61,7,5,6,7,31,57,57,57,
57,57,57,75,0,0,0,0,0,0,0,0,0,147,147,22,0,0,22,0,0,0,19,20,21,19,48,21,19,48,21,19,48,21,31,57,57,57,
57,57,57,32,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,33,34,35,5,6,7,5,34,7,5,6,7,31,57,57,57,
57,57,57,32,0,0,0,0,0,0,0,0,0,147,147,45,46,43,44,45,46,0,47,48,49,19,20,21,47,20,21,19,48,49,31,57,57,57,
57,57,57,32,0,0,0,0,0,0,0,0,0,59,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,75,0,0,31,57,57,57,
57,57,57,32,0,0,0,0,0,0,0,59,2,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
